癌症診斷年,性別,縣市別,癌症別,年齡標準化發生率  WHO 2000世界標準人口 (每10萬人口) ,癌症發生數,平均年齡,年齡中位數,粗率 (每10萬人口)
2004,男,台東縣,鼻咽,15.85,24,48.08,46,18.78
2004,男,金門縣,鼻咽,4.81,2,41,41,5.89
2004,女,台閩地區,鼻咽,2.89,376,49.03,47.5,3.37
2004,女,台北市,鼻咽,2.15,37,51.46,50,2.77
2004,女,台中市,鼻咽,2.83,40,47.08,46,3.16
2004,女,台南市,鼻咽,2.65,29,49,45,3.18
2004,女,高雄市,鼻咽,3.14,51,48.75,47,3.77
2004,女,基隆市,鼻咽,3.88,9,43.78,47,4.68
2004,女,新竹市,鼻咽,3.25,7,41.29,38,3.66
2004,女,嘉義市,鼻咽,3.16,5,59,61,3.7
2004,女,新北市,鼻咽,2.71,58,46.66,44,3.15
2004,女,桃園市,鼻咽,4.31,42,46.98,44,4.63
2004,女,新竹縣,鼻咽,3.06,7,48.14,53,3.13
2004,女,宜蘭縣,鼻咽,3.75,10,53.9,55.5,4.46
2004,女,苗栗縣,鼻咽,1.9,6,57.83,55,2.25
2004,女,彰化縣,鼻咽,2.43,18,48.94,46.5,2.83
2004,女,南投縣,鼻咽,3.69,11,50.73,50,4.26
2004,女,雲林縣,鼻咽,2.5,10,51.1,49.5,2.87
2004,女,嘉義縣,鼻咽,3.16,10,61.2,58.5,3.79
2004,女,屏東縣,鼻咽,1.93,10,46.5,46.5,2.31
2004,女,花蓮縣,鼻咽,2.45,5,54.2,49,3.01
2004,女,台東縣,鼻咽,7.58,10,52.7,51,8.88
2004,女,金門縣,鼻咽,3.69,1,37,37,3.28
2005,不分男女,台閩地區,鼻咽,5.78,1541,50.08,49,6.77
2005,不分男女,台北市,鼻咽,5.13,170,51.32,51,6.5
2005,不分男女,台中市,鼻咽,5.37,148,49.96,49,5.77
2005,不分男女,台南市,鼻咽,6.03,137,51.26,50,7.35
2005,不分男女,高雄市,鼻咽,6.25,207,48.79,49,7.52
2005,不分男女,基隆市,鼻咽,4.41,21,53.57,47,5.36
2005,不分男女,新竹市,鼻咽,4.48,19,50.42,53,4.86
2005,不分男女,嘉義市,鼻咽,6.54,20,49.95,51.5,7.36
2005,不分男女,新北市,鼻咽,5.66,246,48.64,48,6.58
2005,不分男女,桃園市,鼻咽,5.97,121,49.64,49,6.44
2005,不分男女,新竹縣,鼻咽,5.51,29,46.59,46,6.07
2005,不分男女,宜蘭縣,鼻咽,6.39,36,53.81,51,7.8
2005,不分男女,苗栗縣,鼻咽,7.47,51,52.63,49,9.11
2005,不分男女,彰化縣,鼻咽,5.52,82,51.1,49,6.23
2005,不分男女,南投縣,鼻咽,5.09,33,51.85,49,6.14
2005,不分男女,雲林縣,鼻咽,5.5,49,52.29,50,6.68
2005,不分男女,嘉義縣,鼻咽,6.68,45,49.91,49,8.08
2005,不分男女,屏東縣,鼻咽,5.93,64,50.36,48,7.12
2005,不分男女,澎湖縣,鼻咽,6.81,7,48.14,52,7.57
2005,不分男女,花蓮縣,鼻咽,6.29,26,49.42,47.5,7.49
2005,不分男女,台東縣,鼻咽,8.27,23,45.96,44,9.63
2005,不分男女,金門縣,鼻咽,7.92,6,43.67,44.5,8.54
2005,不分男女,連江縣,鼻咽,8.22,1,35,35,9.67
2005,男,台閩地區,鼻咽,8.55,1142,50.35,49,9.88
2005,男,台北市,鼻咽,6.88,109,51.93,52,8.52
2005,男,台中市,鼻咽,8.27,112,50.54,50.5,8.68
2005,男,台南市,鼻咽,9.51,109,50.72,49,11.51
2005,男,高雄市,鼻咽,9.83,163,48.87,49,11.66
2005,男,基隆市,鼻咽,6.31,15,54.47,47,7.52
2005,男,新竹市,鼻咽,7.15,15,51.33,54,7.62
2005,男,嘉義市,鼻咽,10.15,15,51.2,53,11.09
2005,男,新北市,鼻咽,8.13,174,48.63,48,9.28
2005,男,桃園市,鼻咽,8.31,82,52.05,50.5,8.56
2005,男,新竹縣,鼻咽,7.55,21,47.67,44,8.46
2005,男,宜蘭縣,鼻咽,9.97,29,55.1,54,12.22
2005,男,苗栗縣,鼻咽,10.22,36,51.36,48.5,12.27
2005,男,彰化縣,鼻咽,7.62,58,50.83,49,8.53
2005,男,南投縣,鼻咽,8.42,28,51.89,50.5,10.03
2005,男,雲林縣,鼻咽,8.03,38,52.03,50,9.85
2005,男,嘉義縣,鼻咽,10.58,38,50.05,49,12.97
2005,男,屏東縣,鼻咽,8.45,47,50.89,48,10.08
2005,男,澎湖縣,鼻咽,13.13,7,48.14,52,14.61
2005,男,花蓮縣,鼻咽,8.14,18,48.44,46.5,9.91
2005,男,台東縣,鼻咽,14.66,22,46.45,44,17.36
2005,男,金門縣,鼻咽,12.65,5,42.8,41,13.49
2005,男,連江縣,鼻咽,12.37,1,35,35,16.53
2005,女,台閩地區,鼻咽,3.01,399,49.31,49,3.56
2005,女,台北市,鼻咽,3.61,61,50.23,50,4.56
2005,女,台中市,鼻咽,2.54,36,48.17,48,2.82
2005,女,台南市,鼻咽,2.47,28,53.36,52,3.06
2005,女,高雄市,鼻咽,2.71,44,48.52,51,3.25
2005,女,基隆市,鼻咽,2.54,6,51.33,48.5,3.12
2005,女,新竹市,鼻咽,1.84,4,47,45,2.06
2005,女,嘉義市,鼻咽,3.16,5,46.2,49,3.66
2005,女,新北市,鼻咽,3.33,72,48.65,47.5,3.87
2005,女,桃園市,鼻咽,3.6,39,44.59,43,4.23
2005,女,新竹縣,鼻咽,3.24,8,43.75,48,3.49
2005,女,宜蘭縣,鼻咽,2.69,7,48.43,46,3.12
2005,女,苗栗縣,鼻咽,4.39,15,55.67,52,5.63
2005,女,彰化縣,鼻咽,3.25,24,51.75,46.5,3.77
2005,女,南投縣,鼻咽,1.5,5,51.6,49,1.94
2005,女,雲林縣,鼻咽,2.52,11,53.18,55,3.17
2005,女,嘉義縣,鼻咽,2.28,7,49.14,47,2.65
2005,女,屏東縣,鼻咽,3.26,17,48.88,49,3.93
2005,女,花蓮縣,鼻咽,4.12,8,51.63,54,4.83
2005,女,台東縣,鼻咽,0.89,1,35,35,0.89
2005,女,金門縣,鼻咽,2.44,1,48,48,3.01
2006,不分男女,台閩地區,鼻咽,5.5,1491,50.46,50,6.52
2006,不分男女,台北市,鼻咽,4.96,166,50.71,50,6.31
2006,不分男女,台中市,鼻咽,5.03,145,48.11,46,5.6
2006,不分男女,台南市,鼻咽,5.76,131,50.71,51,7.02
2006,不分男女,高雄市,鼻咽,5.74,193,50.83,51,6.99
2006,不分男女,基隆市,鼻咽,5.02,25,54.16,54,6.4
2006,不分男女,新竹市,鼻咽,4.65,20,46.2,46.5,5.07
2006,不分男女,嘉義市,鼻咽,4.91,16,55.25,52.5,5.87
2006,不分男女,新北市,鼻咽,5.55,240,49.71,48,6.37
2006,不分男女,桃園市,鼻咽,5.81,122,48.61,46,6.38
2006,不分男女,新竹縣,鼻咽,5.5,30,49.3,48.5,6.15
2006,不分男女,宜蘭縣,鼻咽,5.99,33,53.45,52,7.17
2006,不分男女,苗栗縣,鼻咽,7.09,48,51.94,50,8.57
2006,不分男女,彰化縣,鼻咽,5.42,81,50.44,49,6.16
2006,不分男女,南投縣,鼻咽,4.57,28,51.46,53,5.23
2006,不分男女,雲林縣,鼻咽,6.51,57,50.46,49,7.82
2006,不分男女,嘉義縣,鼻咽,4.44,30,52.77,53,5.42
2006,不分男女,屏東縣,鼻咽,7.56,84,53.25,52,9.4
2006,不分男女,澎湖縣,鼻咽,3.79,4,49,51.5,4.36
2006,不分男女,花蓮縣,鼻咽,3.35,14,54.21,55,4.05
2006,不分男女,台東縣,鼻咽,7.86,22,50,49,9.32
2006,不分男女,金門縣,鼻咽,1.98,2,54.5,54.5,2.61
2006,男,台閩地區,鼻咽,8.29,1120,50.77,50,9.66
2006,男,台北市,鼻咽,8.11,128,51.44,51,9.98
2006,男,台中市,鼻咽,8.2,116,48.67,46,8.93
2006,男,台南市,鼻咽,9.22,106,51.12,51,11.19
2006,男,高雄市,鼻咽,8.54,143,51.45,51,10.22
2006,男,基隆市,鼻咽,6.38,16,54.94,52,8.07
2006,男,新竹市,鼻咽,8.66,18,46.39,46.5,9.08
2006,男,嘉義市,鼻咽,7.75,12,58.92,60.5,8.88
2006,男,新北市,鼻咽,8.35,176,49.47,48,9.33
2006,男,桃園市,鼻咽,8.77,91,49.8,47,9.36
2006,男,新竹縣,鼻咽,5.56,16,51.19,50,6.33
2006,男,宜蘭縣,鼻咽,7.77,22,55.64,57.5,9.3
2006,男,苗栗縣,鼻咽,7.81,28,52.36,51.5,9.56
2006,男,彰化縣,鼻咽,8.06,62,50.39,49,9.14
2006,男,南投縣,鼻咽,6.3,20,51.1,53,7.2
2006,男,雲林縣,鼻咽,9.77,47,51.02,49,12.27
2006,男,嘉義縣,鼻咽,6.97,25,51.52,53,8.6
2006,男,屏東縣,鼻咽,10.68,61,52.23,51,13.18
2006,男,澎湖縣,鼻咽,3.43,2,51.5,51.5,4.21
2006,男,花蓮縣,鼻咽,5.78,12,52.33,54,6.67
2006,男,台東縣,鼻咽,12.04,18,49.78,49,14.42
2006,男,金門縣,鼻咽,1.78,1,43,43,2.47
2006,女,台閩地區,鼻咽,2.75,371,49.5,49,3.29
2006,女,台北市,鼻咽,2.16,38,48.26,49.5,2.82
2006,女,台中市,鼻咽,2.01,29,45.86,48,2.25
2006,女,台南市,鼻咽,2.31,25,48.96,50,2.72
2006,女,高雄市,鼻咽,3.01,50,49.06,48.5,3.67
2006,女,基隆市,鼻咽,3.67,9,52.78,54,4.68
2006,女,新竹市,鼻咽,0.83,2,44.5,44.5,1.02
2006,女,嘉義市,鼻咽,2.34,4,44.25,47,2.91
2006,女,新北市,鼻咽,2.91,64,50.38,48,3.4
2006,女,桃園市,鼻咽,2.86,31,45.1,45,3.3
2006,女,新竹縣,鼻咽,5.44,14,47.14,46.5,5.96
2006,女,宜蘭縣,鼻咽,4.18,11,49.09,50,4.91
2006,女,苗栗縣,鼻咽,6.21,20,51.35,47.5,7.49
2006,女,彰化縣,鼻咽,2.63,19,50.63,48,2.99
2006,女,南投縣,鼻咽,2.69,8,52.38,53.5,3.11
2006,女,雲林縣,鼻咽,2.67,10,47.8,50.5,2.89
2006,女,嘉義縣,鼻咽,1.47,5,59,61,1.9
2006,女,屏東縣,鼻咽,4.23,23,55.96,54,5.34
2006,女,澎湖縣,鼻咽,4.16,2,46.5,46.5,4.52
2006,女,花蓮縣,鼻咽,0.88,2,65.5,65.5,1.21
2006,女,台東縣,鼻咽,3.15,4,51,51.5,3.6
2006,女,金門縣,鼻咽,2.17,1,66,66,2.78
2007,不分男女,台閩地區,鼻咽,5.78,1615,50.6,49,7.03
2007,不分男女,台北市,鼻咽,4.93,171,51.6,51,6.5
2007,不分男女,台中市,鼻咽,6.5,190,51.09,49,7.29
2007,不分男女,台南市,鼻咽,6.25,144,50.42,50,7.7
2007,不分男女,高雄市,鼻咽,6.55,226,49.81,49,8.17
2007,不分男女,基隆市,鼻咽,4.23,21,46.86,45,5.38
2007,不分男女,新竹市,鼻咽,5.59,26,48.96,46.5,6.52
2007,不分男女,嘉義市,鼻咽,4.9,16,45.94,49,5.86
2007,不分男女,新北市,鼻咽,5.52,250,49,48,6.58
2007,不分男女,桃園市,鼻咽,5.4,117,50.15,49,6.05
2007,不分男女,新竹縣,鼻咽,7.14,41,51.93,49,8.27
2007,不分男女,宜蘭縣,鼻咽,7.76,44,52.82,50.5,9.56
2007,不分男女,苗栗縣,鼻咽,5.67,37,49.51,49,6.61
2007,不分男女,彰化縣,鼻咽,6.46,100,50.84,49,7.61
2007,不分男女,南投縣,鼻咽,5.53,36,53.08,53,6.75
2007,不分男女,雲林縣,鼻咽,4.97,45,52.73,53,6.2
2007,不分男女,嘉義縣,鼻咽,3.87,26,48.42,48,4.72
2007,不分男女,屏東縣,鼻咽,7.21,81,52.19,51,9.11
2007,不分男女,澎湖縣,鼻咽,4.73,5,43.2,47,5.41
2007,不分男女,花蓮縣,鼻咽,4.41,20,58.3,56,5.83
2007,不分男女,台東縣,鼻咽,4.44,13,54,54,5.56
2007,不分男女,金門縣,鼻咽,4.2,5,58.2,53,6.13
2007,男,台閩地區,鼻咽,8.65,1199,50.42,49,10.33
2007,男,台北市,鼻咽,8.03,132,51.84,51,10.33
2007,男,台中市,鼻咽,9.65,137,51.24,50,10.49
2007,男,台南市,鼻咽,9.42,109,49.62,49,11.51
2007,男,高雄市,鼻咽,9.54,162,49.61,48,11.59
2007,男,基隆市,鼻咽,6.09,15,44.8,42,7.58
2007,男,新竹市,鼻咽,8.58,20,47.65,45.5,10.02
2007,男,嘉義市,鼻咽,8.76,14,45.64,49,10.36
2007,男,新北市,鼻咽,8.23,182,48.31,48,9.58
2007,男,桃園市,鼻咽,7.73,83,49.72,49,8.46
2007,男,新竹縣,鼻咽,10.06,30,52.7,49.5,11.69
2007,男,宜蘭縣,鼻咽,11.86,34,53.38,51.5,14.41
2007,男,苗栗縣,鼻咽,8.02,27,48,49,9.23
2007,男,彰化縣,鼻咽,9.01,72,52.24,50,10.63
2007,男,南投縣,鼻咽,8.4,28,53.21,53,10.13
2007,男,雲林縣,鼻咽,8.26,40,51.63,52.5,10.5
2007,男,嘉義縣,鼻咽,5.69,20,47.9,49.5,6.92
2007,男,屏東縣,鼻咽,10.75,63,52.27,51,13.7
2007,男,澎湖縣,鼻咽,5.67,3,45.33,47,6.29
2007,男,花蓮縣,鼻咽,6.28,14,57.07,56,7.85
2007,男,台東縣,鼻咽,6.17,9,56.11,55,7.31
2007,男,金門縣,鼻咽,6.14,4,53.5,51.5,9.22
2007,女,台閩地區,鼻咽,2.96,416,51.12,50,3.67
2007,女,台北市,鼻咽,2.16,39,50.77,51,2.89
2007,女,台中市,鼻咽,3.51,53,50.72,48,4.07
2007,女,台南市,鼻咽,3.04,35,52.89,53,3.79
2007,女,高雄市,鼻咽,3.6,64,50.3,50.5,4.68
2007,女,基隆市,鼻咽,2.37,6,52,50.5,3.12
2007,女,新竹市,鼻咽,2.7,6,53.33,55,3.01
2007,女,嘉義市,鼻咽,1.2,2,48,48,1.45
2007,女,新北市,鼻咽,2.95,68,50.85,50,3.58
2007,女,桃園市,鼻咽,3.08,34,51.18,49.5,3.57
2007,女,新竹縣,鼻咽,4.05,11,49.82,47,4.6
2007,女,宜蘭縣,鼻咽,3.58,10,50.9,48.5,4.46
2007,女,苗栗縣,鼻咽,3.08,10,53.6,51.5,3.74
2007,女,彰化縣,鼻咽,3.81,28,47.25,48,4.4
2007,女,南投縣,鼻咽,2.51,8,52.63,53.5,3.11
2007,女,雲林縣,鼻咽,1.03,5,61.6,62,1.45
2007,女,嘉義縣,鼻咽,1.82,6,50.17,48,2.29
2007,女,屏東縣,鼻咽,3.43,18,51.89,49,4.19
2007,女,澎湖縣,鼻咽,3.93,2,40,40,4.48
2007,女,花蓮縣,鼻咽,2.57,6,61.17,56.5,3.64
2007,女,台東縣,鼻咽,2.83,4,49.25,49,3.62
2007,女,金門縣,鼻咽,1.46,1,77,77,2.62
2008,不分男女,台閩地區,鼻咽,5.55,1569,50.38,49,6.81
2008,不分男女,台北市,鼻咽,4.78,162,49.48,48,6.18
2008,不分男女,台中市,鼻咽,5.45,166,51.6,50,6.33
2008,不分男女,台南市,鼻咽,5.73,132,49.7,47,7.05
2008,不分男女,高雄市,鼻咽,6.8,238,49.29,49,8.59
2008,不分男女,基隆市,鼻咽,3.94,20,54.2,53,5.14
2008,不分男女,新竹市,鼻咽,5.3,25,48.92,49,6.17
2008,不分男女,嘉義市,鼻咽,4.57,16,52.63,49,5.84
2008,不分男女,新北市,鼻咽,5.8,268,49.01,47,6.99
2008,不分男女,桃園市,鼻咽,5.62,127,48.53,47,6.48
2008,不分男女,新竹縣,鼻咽,6.87,41,50.24,46,8.15
2008,不分男女,宜蘭縣,鼻咽,7.73,46,53.39,51.5,9.98
2008,不分男女,苗栗縣,鼻咽,4.5,29,50.76,53,5.17
2008,不分男女,彰化縣,鼻咽,5.08,79,51.97,49,6.02
2008,不分男女,南投縣,鼻咽,4.26,29,52.79,54,5.45
2008,不分男女,雲林縣,鼻咽,5.19,49,55.1,55,6.77
2008,不分男女,嘉義縣,鼻咽,2.93,21,53.52,51,3.83
2008,不分男女,屏東縣,鼻咽,5.98,67,51.75,51,7.57
2008,不分男女,澎湖縣,鼻咽,1.81,2,39.5,39.5,2.14
2008,不分男女,花蓮縣,鼻咽,5.59,24,52.71,53.5,7.03
2008,不分男女,台東縣,鼻咽,6.99,21,54.14,57,9.06
2008,不分男女,金門縣,鼻咽,5.62,6,47,45.5,7.09
2008,不分男女,連江縣,鼻咽,6.01,1,54,54,10.25
2008,男,台閩地區,鼻咽,8.35,1171,50.47,49,10.07
2008,男,台北市,鼻咽,7.21,115,49.79,49,9.05
2008,男,台中市,鼻咽,7.95,117,52.77,51,8.92
2008,男,台南市,鼻咽,8.4,97,49.63,48,10.24
2008,男,高雄市,鼻咽,10.78,186,48.87,49,13.32
2008,男,基隆市,鼻咽,4.63,12,55.83,53,6.1
2008,男,新竹市,鼻咽,7.85,18,49.67,47,8.89
2008,男,嘉義市,鼻咽,6.63,11,49.82,48,8.13
2008,男,新北市,鼻咽,8.67,195,49.71,49,10.19
2008,男,桃園市,鼻咽,8.07,91,46.99,45,9.18
2008,男,新竹縣,鼻咽,11.34,35,48.71,45,13.46
2008,男,宜蘭縣,鼻咽,12.54,38,52.29,51,16.11
2008,男,苗栗縣,鼻咽,6.56,22,51.77,55,7.53
2008,男,彰化縣,鼻咽,7.74,61,50.61,48,9.02
2008,男,南投縣,鼻咽,6.79,24,54.13,54,8.73
2008,男,雲林縣,鼻咽,8.24,42,56.12,55.5,11.07
2008,男,嘉義縣,鼻咽,4.53,17,53.35,51,5.92
2008,男,屏東縣,鼻咽,8.67,50,52.18,52.5,10.95
2008,男,澎湖縣,鼻咽,3.44,2,39.5,39.5,4.16
2008,男,花蓮縣,鼻咽,7.04,16,56.63,56.5,9.04
2008,男,台東縣,鼻咽,10.55,16,52.5,52,13.11
2008,男,金門縣,鼻咽,8.38,5,50,49,11.2
2008,男,連江縣,鼻咽,10.02,1,54,54,17.7
2008,女,台閩地區,鼻咽,2.79,398,50.12,48,3.49
2008,女,台北市,鼻咽,2.67,47,48.72,46,3.48
2008,女,台中市,鼻咽,3.08,49,48.8,47,3.73
2008,女,台南市,鼻咽,3.02,35,49.91,45,3.78
2008,女,高雄市,鼻咽,2.87,52,50.81,50.5,3.79
2008,女,基隆市,鼻咽,3.24,8,51.75,53,4.16
2008,女,新竹市,鼻咽,2.85,7,47,49,3.45
2008,女,嘉義市,鼻咽,2.68,5,58.8,54,3.61
2008,女,新北市,鼻咽,3.09,73,47.14,45,3.8
2008,女,桃園市,鼻咽,3.26,36,52.42,50.5,3.72
2008,女,新竹縣,鼻咽,1.98,6,59.17,57.5,2.47
2008,女,宜蘭縣,鼻咽,2.76,8,58.63,59,3.55
2008,女,苗栗縣,鼻咽,2.29,7,47.57,52,2.61
2008,女,彰化縣,鼻咽,2.25,18,56.61,52,2.83
2008,女,南投縣,鼻咽,1.59,5,46.4,46,1.95
2008,女,雲林縣,鼻咽,1.7,7,49,38,2.03
2008,女,嘉義縣,鼻咽,1.1,4,54.25,56,1.53
2008,女,屏東縣,鼻咽,3.18,17,50.47,48,3.97
2008,女,花蓮縣,鼻咽,4.14,8,44.88,44,4.87
2008,女,台東縣,鼻咽,3.21,5,59.4,57,4.55
2008,女,金門縣,鼻咽,2.17,1,32,32,2.5
2009,不分男女,台閩地區,鼻咽,5.32,1531,50.76,50,6.62
2009,不分男女,台北市,鼻咽,4.6,160,51.06,49,6.14
2009,不分男女,台中市,鼻咽,5.32,164,49.79,47,6.22
2009,不分男女,台南市,鼻咽,4.96,117,51.79,52,6.24
2009,不分男女,高雄市,鼻咽,5.64,200,52.3,51.5,7.22
2009,不分男女,基隆市,鼻咽,4.41,20,43.25,42,5.15
2009,不分男女,新竹市,鼻咽,5.34,25,53.4,54,6.07
2009,不分男女,嘉義市,鼻咽,6.29,21,51.05,51,7.67
2009,不分男女,新北市,鼻咽,5.44,262,50.35,49,6.76
2009,不分男女,桃園市,鼻咽,6.34,149,49.57,48,7.53
2009,不分男女,新竹縣,鼻咽,6.44,38,50.58,51.5,7.44
2009,不分男女,宜蘭縣,鼻咽,5.59,33,52.27,54,7.15
2009,不分男女,苗栗縣,鼻咽,3.96,25,47.16,43,4.45
2009,不分男女,彰化縣,鼻咽,5.33,83,49.61,50,6.32
2009,不分男女,南投縣,鼻咽,6.42,42,49.48,48.5,7.91
2009,不分男女,雲林縣,鼻咽,4.42,41,51.24,51,5.67
2009,不分男女,嘉義縣,鼻咽,4.55,32,52.5,48.5,5.84
2009,不分男女,屏東縣,鼻咽,7.49,84,52.04,52,9.52
2009,不分男女,澎湖縣,鼻咽,0.9,1,41,41,1.04
2009,不分男女,花蓮縣,鼻咽,4.03,17,51.24,47,4.99
2009,不分男女,台東縣,鼻咽,3.67,10,49,50.5,4.3
2009,不分男女,金門縣,鼻咽,4.01,6,61.83,56,6.4
2009,男,台閩地區,鼻咽,8.31,1181,50.55,50,10.15
2009,男,台北市,鼻咽,8.09,131,51.21,50,10.39
2009,男,台中市,鼻咽,8.33,125,50.42,47,9.5
2009,男,台南市,鼻咽,7.77,91,52.22,52,9.62
2009,男,高雄市,鼻咽,8.68,151,51.66,51,10.84
2009,男,基隆市,鼻咽,4.79,11,42.27,43,5.61
2009,男,新竹市,鼻咽,8.8,20,53.55,54,9.77
2009,男,嘉義市,鼻咽,9.92,16,48.88,49.5,11.85
2009,男,新北市,鼻咽,8.25,194,49.7,48.5,10.06
2009,男,桃園市,鼻咽,10.18,117,49.14,48,11.71
2009,男,新竹縣,鼻咽,9.94,30,50.57,51.5,11.39
2009,男,宜蘭縣,鼻咽,8.63,26,52.35,53.5,11.03
2009,男,苗栗縣,鼻咽,6.29,21,47.48,43,7.19
2009,男,彰化縣,鼻咽,8.22,66,49.23,49.5,9.78
2009,男,南投縣,鼻咽,8.61,29,49.31,48,10.6
2009,男,雲林縣,鼻咽,7.19,35,50.06,51,9.26
2009,男,嘉義縣,鼻咽,6.29,24,53.08,51,8.39
2009,男,屏東縣,鼻咽,11.66,67,51.27,51,14.74
2009,男,澎湖縣,鼻咽,1.62,1,41,41,2.02
2009,男,花蓮縣,鼻咽,4.9,11,51.27,47,6.24
2009,男,台東縣,鼻咽,5.85,8,48,43,6.56
2009,男,金門縣,鼻咽,8.05,6,61.83,56,12.38
2009,女,台閩地區,鼻咽,2.41,350,51.44,49.5,3.05
2009,女,台北市,鼻咽,1.56,29,50.41,46,2.15
2009,女,台中市,鼻咽,2.47,39,47.77,47,2.95
2009,女,台南市,鼻咽,2.19,26,50.27,51,2.8
2009,女,高雄市,鼻咽,2.71,49,54.29,52,3.56
2009,女,基隆市,鼻咽,4.01,9,44.44,41,4.68
2009,女,新竹市,鼻咽,2.07,5,52.8,50,2.42
2009,女,嘉義市,鼻咽,2.86,5,58,62,3.6
2009,女,新北市,鼻咽,2.79,68,52.21,51,3.49
2009,女,桃園市,鼻咽,2.7,32,51.16,49,3.27
2009,女,新竹縣,鼻咽,2.67,8,50.63,48.5,3.23
2009,女,宜蘭縣,鼻咽,2.45,7,52,54,3.1
2009,女,苗栗縣,鼻咽,1.37,4,45.5,40,1.48
2009,女,彰化縣,鼻咽,2.22,17,51.12,52,2.67
2009,女,南投縣,鼻咽,4.07,13,49.85,49,5.05
2009,女,雲林縣,鼻咽,1.25,6,58.17,50.5,1.74
2009,女,嘉義縣,鼻咽,2.57,8,50.75,43.5,3.06
2009,女,屏東縣,鼻咽,3.04,17,55.06,56,3.97
2009,女,花蓮縣,鼻咽,3.01,6,51.17,53.5,3.64
2009,女,台東縣,鼻咽,1.28,2,53,53,1.81
2010,不分男女,台閩地區,鼻咽,5.4,1591,50.99,51,6.87
2010,不分男女,台北市,鼻咽,4.61,163,51.35,51,6.22
2010,不分男女,台中市,鼻咽,4.86,156,49.54,49,5.89
2010,不分男女,台南市,鼻咽,4.98,121,51.73,52,6.46
2010,不分男女,高雄市,鼻咽,5.86,211,50.99,50,7.61
2010,不分男女,基隆市,鼻咽,4.07,22,54.41,52,5.73
2010,不分男女,新竹市,鼻咽,5.26,25,55.2,57,6.02
2010,不分男女,嘉義市,鼻咽,4.16,15,54.07,56,5.51
2010,不分男女,新北市,鼻咽,5.45,273,49.86,49,7
2010,不分男女,桃園市,鼻咽,5.59,132,48.98,49.5,6.59
2010,不分男女,新竹縣,鼻咽,5.82,36,47.56,44,7.02
2010,不分男女,宜蘭縣,鼻咽,7.2,42,50.79,51,9.12
2010,不分男女,苗栗縣,鼻咽,6.31,43,51,53,7.67
2010,不分男女,彰化縣,鼻咽,5.49,87,50.51,48,6.66
2010,不分男女,南投縣,鼻咽,5.23,35,51.03,50,6.65
2010,不分男女,雲林縣,鼻咽,4.48,43,55.44,54,5.99
2010,不分男女,嘉義縣,鼻咽,5.27,40,57.13,58,7.36
2010,不分男女,屏東縣,鼻咽,6.72,77,51.7,53,8.82
2010,不分男女,澎湖縣,鼻咽,9.76,12,52.58,54,12.38
2010,不分男女,花蓮縣,鼻咽,5.55,25,53.08,52,7.38
2010,不分男女,台東縣,鼻咽,9.83,29,52.52,53,12.57
2010,不分男女,金門縣,鼻咽,2.49,3,46.33,44,3.08
2010,不分男女,連江縣,鼻咽,6.92,1,48,48,10.06
2010,男,台閩地區,鼻咽,8.32,1209,50.86,51,10.39
2010,男,台北市,鼻咽,7.48,122,51.42,51,9.66
2010,男,台中市,鼻咽,7.2,112,50.47,51.5,8.49
2010,男,台南市,鼻咽,7.28,90,52.67,52,9.53
2010,男,高雄市,鼻咽,9.48,169,50.95,49,12.15
2010,男,基隆市,鼻咽,6.48,17,53.53,51,8.78
2010,男,新竹市,鼻咽,8.62,19,56,58,9.21
2010,男,嘉義市,鼻咽,3.98,7,53.14,53,5.22
2010,男,新北市,鼻咽,8.33,202,49.47,49,10.44
2010,男,桃園市,鼻咽,9.48,111,48.39,49,11
2010,男,新竹縣,鼻咽,8.1,26,49.69,44,9.85
2010,男,宜蘭縣,鼻咽,11.86,35,50.69,51,14.91
2010,男,苗栗縣,鼻咽,9.99,36,50.58,51.5,12.36
2010,男,彰化縣,鼻咽,8.89,71,48.99,47,10.58
2010,男,南投縣,鼻咽,7.08,25,51.4,50,9.22
2010,男,雲林縣,鼻咽,7.39,36,54.33,55.5,9.61
2010,男,嘉義縣,鼻咽,6.2,24,55.92,56.5,8.47
2010,男,屏東縣,鼻咽,9.24,55,51.53,53,12.24
2010,男,澎湖縣,鼻咽,13.65,9,57.78,59,18.08
2010,男,花蓮縣,鼻咽,7.9,18,51.5,48,10.31
2010,男,台東縣,鼻咽,13.94,21,51.81,51,17.39
2010,男,金門縣,鼻咽,4.76,3,46.33,44,6.02
2010,男,連江縣,鼻咽,11.13,1,48,48,17.41
2010,女,台閩地區,鼻咽,2.55,382,51.38,50.5,3.31
2010,女,台北市,鼻咽,2.13,41,51.15,50,3.02
2010,女,台中市,鼻咽,2.68,44,47.16,45,3.31
2010,女,台南市,鼻咽,2.68,31,49,51,3.33
2010,女,高雄市,鼻咽,2.32,42,51.14,50,3.04
2010,女,基隆市,鼻咽,1.71,5,57.4,52,2.62
2010,女,新竹市,鼻咽,2.28,6,52.67,53,2.87
2010,女,嘉義市,鼻咽,4.32,8,54.88,56,5.78
2010,女,新北市,鼻咽,2.79,71,50.97,50,3.62
2010,女,桃園市,鼻咽,1.84,21,52.14,53,2.12
2010,女,新竹縣,鼻咽,3.44,10,42,44,4.02
2010,女,宜蘭縣,鼻咽,2.37,7,51.29,58,3.1
2010,女,苗栗縣,鼻咽,2.25,7,53.14,60,2.59
